trans_id;account_id;date;type;operation;amount;balance;k_symbol;bank;account
581714;1979;940309;PRIJEM;PREVOD Z UCTU;3021.0;18975.5;;UV;38265723.0
699495;2393;940309;VYDAJ;VYBER;4920.0;19209.0;;;
699307;2393;940309;VYDAJ;PREVOD NA UCET;4292.0;24129.0;SIPO;KL;70831024.0
771050;2632;940309;PRIJEM;VKLAD;14264.0;43067.3;;;
480301;1637;940309;VYDAJ;PREVOD NA UCET;774.0;20011.8;SIPO;KL;47292917.0
1142845;3909;940309;VYDAJ;PREVOD NA UCET;8279.0;46817.0;SIPO;YZ;4480547.0
1142917;3909;940309;VYDAJ;PREVOD NA UCET;713.0;46104.0; ;QR;5039710.0
1132821;3871;940309;VYDAJ;PREVOD NA UCET;1505.0;27981.6; ;AB;64580011.0
1549114;5270;940309;VYDAJ;VYBER;13600.0;38929.9;;;
846093;2881;940309;VYDAJ;PREVOD NA UCET;4639.0;16694.4;SIPO;YZ;90429490.0
192111;652;940309;PRIJEM;VKLAD;13851.0;45120.5;;;
3393897;11265;940309;VYDAJ;PREVOD NA UCET;2607.0;22987.4; ;WX;80508869.0
1117334;3818;940309;VYDAJ;PREVOD NA UCET;3596.0;39867.4;SIPO;QR;35474443.0
1117262;3818;940309;PRIJEM;VKLAD;17366.0;47528.4;;;
1117478;3818;940309;VYDAJ;PREVOD NA UCET;4065.0;43463.4;POJISTNE;CD;34760767.0
695735;2379;940310;PRIJEM;VKLAD;5072.0;23810.6;;;
858914;2926;940310;VYDAJ;VYBER;7000.0;30088.7;;;
1027739;3510;940310;PRIJEM;VKLAD;30929.0;77095.4;;;
771122;2632;940310;VYDAJ;PREVOD NA UCET;2042.0;41025.3;SIPO;EF;40250009.0
621798;2122;940310;PRIJEM;VKLAD;33782.0;67102.7;;;
1143217;3909;940310;VYDAJ;VYBER;10700.0;35404.0;;;
1049896;3592;940310;PRIJEM;PREVOD Z UCTU;6007.0;30133.6;DUCHOD;MN;73166322.0
1132749;3871;940310;VYDAJ;PREVOD NA UCET;153.0;27828.6;SIPO;UV;55483001.0
252803;866;940310;VYDAJ;PREVOD NA UCET;38.0;24575.0; ;EF;26753026.0
3393825;11265;940310;VYDAJ;PREVOD NA UCET;506.0;22081.4;SIPO;KL;37816989.0
3394161;11265;940310;VYDAJ;VYBER;400.0;22587.4;;;
726054;2484;940311;VYDAJ;PREVOD NA UCET;1390.0;27218.5; ;ST;72945260.0
560985;1909;940311;VYDAJ;PREVOD NA UCET;43.0;21003.1;SIPO;AB;56638652.0
1028022;3510;940311;VYDAJ;VYBER;50100.0;75832.4;;;
1027752;3510;940311;PRIJEM;VKLAD;48837.0;125932.4;;;
171827;576;940311;PRIJEM;PREVOD Z UCTU;6207.0;22160.1;DUCHOD;YZ;30300313.0
498476;1699;940311;VYDAJ;PREVOD NA UCET;3463.0;16384.5;SIPO;IJ;62475007.0
621867;2122;940311;VYDAJ;PREVOD NA UCET;7663.0;59439.7;SIPO;UV;7883274.0
3123011;10364;940311;VYDAJ;PREVOD NA UCET;6262.0;32735.3;SIPO;EF;67477196.0
439194;1493;940311;VYDAJ;PREVOD NA UCET;51.0;22185.6; ;GH;85806101.0
233191;793;940311;VYDAJ;PREVOD NA UCET;851.0;21537.6;;YZ;95059883.0
737563;2519;940311;VYDAJ;VYBER;800.0;25734.2;;;
506537;1730;940311;VYDAJ;PREVOD NA UCET;1978.0;29540.2;SIPO;WX;42885518.0
506851;1731;940311;PRIJEM;PREVOD Z UCTU;4758.0;17590.1;DUCHOD;GH;89825009.0
252659;866;940311;PRIJEM;VKLAD;12644.0;37219.0;;;
192183;652;940311;VYDAJ;PREVOD NA UCET;7591.0;37529.5;SIPO;YZ;56959491.0
1122122;3834;940311;VYDAJ;PREVOD NA UCET;375.0;13154.4; ;YZ;63132923.0
101473;346;940311;VYDAJ;PREVOD NA UCET;7875.0;25820.1;SIPO;KL;13685655.0
695951;2379;940312;VYDAJ;PREVOD NA UCET;46.0;23764.6;POJISTNE;OP;77863126.0
452747;1539;940312;PRIJEM;VKLAD;11831.0;18495.2;;;
393746;1338;940312;VYDAJ;PREVOD NA UCET;157.0;34254.9;POJISTNE;IJ;85222345.0
359526;1222;940312;PRIJEM;PREVOD Z UCTU;6310.0;36976.2;DUCHOD;KL;77489798.0
439122;1493;940312;VYDAJ;PREVOD NA UCET;2264.0;19921.6;SIPO;EF;95543610.0
682633;2330;940312;VYDAJ;PREVOD NA UCET;1662.0;15793.4;SIPO;QR;64704280.0
1100945;3760;940312;VYBER;VYBER;6314.0;27630.0;;;
689842;2357;940312;PRIJEM;PREVOD Z UCTU;6434.0;25686.8;DUCHOD;OP;34144538.0
725766;2484;940312;PRIJEM;VKLAD;14779.0;41997.5;;;
565669;1926;940312;PRIJEM;VKLAD;4507.0;22222.4;;;
857988;2925;940312;PRIJEM;VKLAD;6446.0;30900.9;;;
858471;2926;940312;VYDAJ;PREVOD NA UCET;1348.0;28740.7;SIPO;WX;66115546.0
858687;2926;940312;VYDAJ;PREVOD NA UCET;699.0;28041.7; ;UV;98638396.0
207279;704;940312;PRIJEM;VKLAD;17477.0;46561.6;;;
374748;1276;940312;VYDAJ;PREVOD NA UCET;508.0;28375.6; ;YZ;87970047.0
615683;2099;940312;VYDAJ;VYBER;4200.0;31069.1;;;
3123083;10364;940312;VYDAJ;PREVOD NA UCET;609.0;32126.3;UVER;IJ;11477667.0
477653;1628;940312;PRIJEM;PREVOD Z UCTU;4276.0;17319.5;DUCHOD;UV;15916598.0
529859;1806;940312;VYDAJ;PREVOD NA UCET;2552.0;18598.2;SIPO;UV;84037089.0
233047;793;940312;VYDAJ;PREVOD NA UCET;1212.0;20325.6;;CD;41663390.0
1049968;3592;940312;VYDAJ;PREVOD NA UCET;3360.0;26773.6;SIPO;KL;88522523.0
1548836;5270;940312;VYDAJ;PREVOD NA UCET;3317.0;35612.9;UVER;CD;13973260.0
505327;1726;940312;VYDAJ;PREVOD NA UCET;4438.0;19965.0;SIPO;AB;99886172.0
1021207;3487;940312;VYDAJ;PREVOD NA UCET;324.0;24240.1;SIPO;IJ;68540710.0
1021279;3487;940312;VYDAJ;PREVOD NA UCET;7951.0;24564.1; ;QR;94053124.0
3393969;11265;940312;VYDAJ;PREVOD NA UCET;4399.0;17682.4;UVER;KL;33709621.0
1121978;3834;940312;PRIJEM;VKLAD;13875.0;27029.4;;;
1117406;3818;940312;VYDAJ;PREVOD NA UCET;1474.0;38393.4; ;OP;32659602.0
3123310;10364;940313;VYDAJ;VYBER;2300.0;29826.3;;;
439050;1493;940313;PRIJEM;PREVOD Z UCTU;5009.0;24930.6;DUCHOD;AB;54522466.0
435777;1481;940313;PRIJEM;PREVOD Z UCTU;3098.0;15253.7;;AB;21098941.0
1027830;3510;940313;VYBER;VYBER;8693.0;67139.4;;;
171899;576;940313;VYDAJ;PREVOD NA UCET;3662.0;18498.1;SIPO;OP;71033382.0
480229;1637;940313;PRIJEM;PREVOD Z UCTU;5718.0;25729.8;DUCHOD;UV;45134812.0
1142773;3909;940313;PRIJEM;VKLAD;24400.0;59804.0;;;
737345;2519;940313;VYDAJ;PREVOD NA UCET;1599.0;24135.2;SIPO;OP;87381881.0
505255;1726;940313;PRIJEM;VKLAD;13967.0;33932.0;;;
846021;2881;940313;PRIJEM;VKLAD;6959.0;23653.4;;;
1021135;3487;940313;PRIJEM;VKLAD;15914.0;40154.1;;;
1122266;3834;940313;VYDAJ;PREVOD NA UCET;262.0;26767.4; ;YZ;52872371.0
1176629;4034;940314;PRIJEM;VKLAD;3200.0;24899.6;;;
119594;401;940314;VYDAJ;PREVOD NA UCET;1769.0;30881.4; ;EF;88922524.0
119804;401;940314;VYDAJ;VYBER;4600.0;26281.4;;;
2908703;9635;940314;PRIJEM;PREVOD Z UCTU;4470.0;6222.7;DUCHOD;CD;37906074.0
725982;2484;940314;VYDAJ;PREVOD NA UCET;599.0;41398.5;POJISTNE;GH;75644820.0
858060;2925;940314;VYDAJ;PREVOD NA UCET;4297.0;26603.9;SIPO;QR;35286706.0
561057;1909;940314;VYDAJ;PREVOD NA UCET;1156.0;19847.1; ;KL;63000541.0
561129;1909;940314;VYDAJ;PREVOD NA UCET;928.0;18919.1;POJISTNE;KL;81369602.0
497228;1695;940314;PRIJEM;VKLAD;29085.0;58173.1;;;
699235;2393;940314;PRIJEM;VKLAD;10737.0;29946.0;;;
1548764;5270;940314;PRIJEM;PREVOD Z UCTU;44749.0;80361.9;;IJ;80269753.0
506923;1731;940314;VYDAJ;PREVOD NA UCET;2631.0;14959.1;SIPO;QR;29816907.0
581897;1979;940315;VYDAJ;VYBER;420.0;18555.5;;;
615687;2099;940315;VYDAJ;VYBER;13500.0;17569.1;;;
1122568;3834;940315;VYDAJ;VYBER;400.0;26367.4;;;
359779;1222;940316;VYDAJ;VYBER;4200.0;32776.2;;;
64036;212;940316;VYDAJ;VYBER;35100.0;60123.4;;;
477840;1628;940316;VYDAJ;VYBER;3280.0;14039.5;;;
2908775;9635;940317;VYDAJ;VYBER;2300.0;3922.7;SIPO;;0.0
374936;1276;940317;VYDAJ;VYBER;960.0;27415.6;;;
615630;2099;940317;VYBER;VYBER;3150.0;14419.1;;;
561244;1909;940318;VYDAJ;VYBER;420.0;18499.1;;;
1548913;5270;940319;VYBER;VYBER;3631.0;76730.9;;;
497217;1695;940320;PRIJEM;VKLAD;48452.0;106625.1;;;
497569;1695;940320;VYDAJ;VYBER;44400.0;62225.1;;;
1100951;3760;940321;VYBER;VYBER;3045.0;24585.0;;;
615684;2099;940322;VYDAJ;VYBER;3900.0;10519.1;;;
207545;704;940323;VYDAJ;VYBER;720.0;45841.6;;;
435968;1481;940324;VYDAJ;VYBER;1350.0;13903.7;;;
1027909;3510;940324;VYDAJ;VYBER;8700.0;58439.4;;;
497227;1695;940324;PRIJEM;VKLAD;23072.0;85297.1;;;
497232;1695;940325;PRIJEM;VKLAD;20902.0;106199.1;;;
497570;1695;940325;VYDAJ;VYBER;53800.0;52399.1;;;
621788;2122;940325;PRIJEM;VKLAD;38528.0;97967.7;;;
224510;764;940325;VYDAJ;VYBER;3920.0;26482.7;;;
1050051;3592;940325;VYDAJ;VYBER;1600.0;25173.6;;;
621801;2122;940326;PRIJEM;VKLAD;5536.0;103503.7;;;
622137;2122;940326;VYDAJ;VYBER;59500.0;44003.7;;;
695581;2378;940327;PRIJEM;VKLAD;4800.0;27170.5;;;
452869;1539;940327;VYDAJ;VYBER;9300.0;9195.2; ;;0.0
207656;704;940327;VYDAJ;VYBER;10300.0;35541.6;;;
1117705;3818;940327;VYDAJ;VYBER;6700.0;31693.4;;;
696072;2379;940328;VYDAJ;VYBER;2760.0;21004.6;;;
393818;1338;940328;VYBER;VYBER;6675.0;27579.9;;;
771498;2632;940328;VYDAJ;VYBER;8600.0;32425.3;;;
101587;346;940328;VYDAJ;VYBER;5160.0;20660.1;;;
453152;1539;940329;PRIJEM;VKLAD;1400.0;10595.2;;;
726280;2484;940329;VYDAJ;VYBER;10200.0;31198.5;;;
1028023;3510;940329;VYDAJ;VYBER;55900.0;51628.4;;;
1027734;3510;940329;PRIJEM;VKLAD;49089.0;107528.4;;;
497571;1695;940329;VYDAJ;VYBER;15500.0;36899.1;;;
505763;1726;940329;VYDAJ;VYBER;5400.0;28532.0;;;
1122461;3834;940329;VYDAJ;VYBER;5760.0;16887.4;;;
1122460;3834;940329;VYDAJ;VYBER;3720.0;22647.4;;;
145144;485;940330;PRIJEM;VKLAD;10300.0;17447.7;;;
690121;2357;940330;VYDAJ;VYBER;1000.0;24686.8;;;
57627;192;940330;VYDAJ;VYBER;800.0;24498.3;;;
63872;212;940330;VYBER;VYBER;6593.0;53530.4;;;
497239;1695;940330;PRIJEM;VKLAD;10307.0;47206.1;;;
480490;1637;940330;VYDAJ;VYBER;2640.0;23089.8;;;
846323;2881;940330;PRIJEM;VKLAD;1400.0;25053.4;;;
695278;2378;940331;PRIJEM;VKLAD;23672.0;50842.5;;;
695503;2378;940331;VYDAJ;VYBER;14.6;50956.1;SLUZBY;;
696107;2379;940331;VYDAJ;VYBER;14.6;21086.0;SLUZBY;;
3593532;1909;940331;PRIJEM;;77.3;18576.4;UROK;;
3591435;1844;940331;PRIJEM;;85.2;20814.3;UROK;;
3617504;2632;940331;PRIJEM;;155.4;32580.6;UROK;;
3579557;1493;940331;PRIJEM;;99.2;25029.7;UROK;;
3579149;1481;940331;PRIJEM;;60.4;13964.1;UROK;;
498708;1699;940331;VYDAJ;VYBER;14.6;16439.9;SLUZBY;;
453081;1539;940331;VYDAJ;VYBER;100.0;5695.0;SLUZBY;;
452946;1539;940331;VYBER;VYBER;4867.0;5795.0;;;
1176559;4034;940331;VYDAJ;VYBER;14.6;24982.2;SLUZBY;;
3558812;866;940331;PRIJEM;;145.1;37364.0;UROK;;
3513145;9635;940331;PRIJEM;;7.6;3941.3;UROK;;
3520601;10364;940331;PRIJEM;;117.6;29943.9;UROK;;
3574581;1338;940331;PRIJEM;;135.5;27715.3;UROK;;
145070;485;940331;VYDAJ;VYBER;100.0;17391.1;SLUZBY;;
129739;435;940331;VYDAJ;VYBER;14.6;18756.9;SLUZBY;;
3654680;3760;940331;PRIJEM;;120.7;24705.7;UROK;;
393942;1338;940331;VYDAJ;VYBER;14.6;27700.7;SLUZBY;;
3659428;3909;940331;PRIJEM;;232.9;60037.0;UROK;;
3657079;3834;940331;PRIJEM;;93.7;16981.1;UROK;;
3656593;3818;940331;PRIJEM;;148.5;31841.9;UROK;;
3658315;3871;940331;PRIJEM;;113.0;27941.7;UROK;;
3456860;9635;940331;PRIJEM;;11.0;3933.7;UROK;;
3460381;374;940331;PRIJEM;;186.8;44978.9;UROK;;
3552070;652;940331;PRIJEM;;156.0;37685.4;UROK;;
3553675;704;940331;PRIJEM;;164.7;35706.4;UROK;;
119734;401;940331;VYDAJ;VYBER;14.6;26387.8;SLUZBY;;
637981;2177;940331;VYDAJ;VYBER;14.6;20794.2;SLUZBY;;
2908928;9635;940331;VYDAJ;VYBER;14.6;3926.7;SLUZBY;;
542419;1844;940331;VYDAJ;VYBER;14.6;20799.7;SLUZBY;;
359713;1222;940331;VYDAJ;VYBER;14.6;32899.8;SLUZBY;;
436011;1481;940331;VYDAJ;VYBER;14.6;13949.5;SLUZBY;;
3583862;1628;940331;PRIJEM;;62.9;14102.4;UROK;;
3584215;1637;940331;PRIJEM;;100.8;23190.6;UROK;;
682848;2330;940331;VYDAJ;VYBER;14.6;15845.6;SLUZBY;;
1101064;3760;940331;VYDAJ;VYBER;14.6;24691.1;SLUZBY;;
3589831;1806;940331;PRIJEM;;73.7;18671.9;UROK;;
3586363;1699;940331;PRIJEM;;70.1;16454.5;UROK;;
3587366;1731;940331;PRIJEM;;58.6;15017.7;UROK;;
3587159;1726;940331;PRIJEM;;124.9;28656.9;UROK;;
3586205;1695;940331;PRIJEM;;237.9;47444.0;UROK;;
3587299;1730;940331;PRIJEM;;122.9;29663.1;UROK;;
690061;2357;940331;VYDAJ;VYBER;14.6;24775.0;SLUZBY;;
726209;2484;940331;VYDAJ;VYBER;14.6;31335.7;SLUZBY;;
3613637;2519;940331;PRIJEM;;96.7;24231.9;UROK;;
3449878;4034;940331;PRIJEM;;97.3;24996.8;UROK;;
565956;1926;940331;VYDAJ;VYBER;14.6;22294.3;SLUZBY;;
3546697;485;940331;PRIJEM;;43.4;17491.1;UROK;;
3549627;576;940331;PRIJEM;;72.9;18570.9;UROK;;
3599481;2087;940331;PRIJEM;;150.6;32599.8;UROK;;
3600417;2122;940331;PRIJEM;;255.1;44258.8;UROK;;
3466063;3510;940331;PRIJEM;;284.6;51913.0;UROK;;
858208;2925;940331;VYDAJ;VYBER;14.6;26699.7;SLUZBY;;
858844;2926;940331;VYDAJ;VYBER;14.6;28146.1;SLUZBY;;
561290;1909;940331;VYDAJ;VYBER;14.6;18561.8;SLUZBY;;
1027947;3510;940331;VYDAJ;VYBER;14.6;43573.4;SLUZBY;;
1027826;3510;940331;VYBER;VYBER;8325.0;43588.0;;;
3447040;1539;940331;PRIJEM;;66.8;10662.0;UROK;;
3444307;2099;940331;PRIJEM;;103.4;10622.5;UROK;;
172051;576;940331;VYDAJ;VYBER;14.6;18556.3;SLUZBY;;
207585;704;940331;VYDAJ;VYBER;14.6;35691.8;SLUZBY;;
374975;1276;940331;VYDAJ;VYBER;14.6;27517.5;SLUZBY;;
3602152;2177;940331;PRIJEM;;85.0;20808.8;UROK;;
57669;192;940331;VYDAJ;VYBER;14.6;24586.7;SLUZBY;;
110728;374;940331;VYDAJ;VYBER;14.6;44964.3;SLUZBY;;
63964;212;940331;VYDAJ;VYBER;30.0;53781.1;SLUZBY;;
579625;1972;940331;VYDAJ;VYBER;14.6;24087.1;SLUZBY;;
581931;1979;940331;VYDAJ;VYBER;14.6;18617.9;SLUZBY;;
497496;1695;940331;VYDAJ;VYBER;14.6;47429.4;SLUZBY;;
699531;2393;940331;VYDAJ;VYBER;14.6;30054.1;SLUZBY;;
771427;2632;940331;VYDAJ;VYBER;14.6;32566.0;SLUZBY;;
3542031;346;940331;PRIJEM;;106.1;20766.3;UROK;;
615726;2099;940331;VYDAJ;VYBER;30.0;10592.5;SLUZBY;;
3596034;1979;940331;PRIJEM;;77.0;18632.5;UROK;;
3595797;1972;940331;PRIJEM;;97.2;24101.7;UROK;;
3594138;1926;940331;PRIJEM;;86.5;22308.9;UROK;;
3645355;3487;940331;PRIJEM;;163.9;40318.0;UROK;;
3648665;3592;940331;PRIJEM;;106.1;25279.7;UROK;;
3123240;10364;940331;VYDAJ;VYBER;14.6;29929.3;SLUZBY;;
3556411;793;940331;PRIJEM;;85.0;20410.6;UROK;;
3555651;764;940331;PRIJEM;;123.4;26606.1;UROK;;
477883;1628;940331;VYDAJ;VYBER;14.6;14087.8;SLUZBY;;
480533;1637;940331;VYDAJ;VYBER;14.6;23176.0;SLUZBY;;
530014;1806;940331;VYDAJ;VYBER;14.6;18657.3;SLUZBY;;
612656;2087;940331;VYDAJ;VYBER;30.0;32569.8;SLUZBY;;
1143147;3909;940331;VYDAJ;VYBER;14.6;60022.4;SLUZBY;;
3537501;212;940331;PRIJEM;;280.8;53811.1;UROK;;
3536776;192;940331;PRIJEM;;103.0;24601.3;UROK;;
439309;1493;940331;VYDAJ;VYBER;14.6;25015.1;SLUZBY;;
224544;764;940331;VYDAJ;VYBER;14.6;26591.5;SLUZBY;;
233339;793;940331;VYDAJ;VYBER;14.6;20396.0;SLUZBY;;
1050091;3592;940331;VYDAJ;VYBER;14.6;25265.1;SLUZBY;;
3608677;2379;940331;PRIJEM;;96.0;21100.6;UROK;;
3606992;2330;940331;PRIJEM;;66.8;15860.2;UROK;;
3607869;2357;940331;PRIJEM;;102.9;24789.6;UROK;;
3608606;2378;940331;PRIJEM;;128.3;50970.7;UROK;;
3609141;2393;940331;PRIJEM;;122.7;30068.7;UROK;;
1132965;3871;940331;VYDAJ;VYBER;14.6;27927.1;SLUZBY;;
3612153;2484;940331;PRIJEM;;151.8;31350.3;UROK;;
3669828;5270;940331;PRIJEM;;280.2;77011.1;UROK;;
737500;2519;940331;VYDAJ;VYBER;14.6;24217.3;SLUZBY;;
622064;2122;940331;VYDAJ;VYBER;14.6;44244.2;SLUZBY;;
3543752;401;940331;PRIJEM;;121.0;26402.4;UROK;;
3544916;435;940331;PRIJEM;;76.4;18771.5;UROK;;
3570853;1222;940331;PRIJEM;;138.2;32914.4;UROK;;
3572402;1276;940331;PRIJEM;;116.5;27532.1;UROK;;
1549041;5270;940331;VYDAJ;VYBER;14.6;76996.5;SLUZBY;;
505693;1726;940331;VYDAJ;VYBER;14.6;28642.3;SLUZBY;;
506662;1730;940331;VYDAJ;VYBER;14.6;29648.5;SLUZBY;;
507081;1731;940331;VYDAJ;VYBER;14.6;15003.1;SLUZBY;;
846252;2881;940331;VYDAJ;VYBER;14.6;25133.8;SLUZBY;;
253105;866;940331;VYDAJ;VYBER;14.6;37349.4;SLUZBY;;
192309;652;940331;VYDAJ;VYBER;14.6;31670.8;SLUZBY;;
192380;652;940331;VYDAJ;VYBER;6000.0;31685.4;;;
1021406;3487;940331;VYDAJ;VYBER;14.6;40303.4;SLUZBY;;
3394091;11265;940331;VYDAJ;VYBER;14.6;17743.7;SLUZBY;;
3528756;11265;940331;PRIJEM;;75.9;17758.3;UROK;;
3627210;2926;940331;PRIJEM;;119.0;28160.7;UROK;;
3625761;2881;940331;PRIJEM;;95.0;25148.4;UROK;;
3627139;2925;940331;PRIJEM;;110.4;26714.3;UROK;;
1122498;3834;940331;VYDAJ;VYBER;14.6;16966.5;SLUZBY;;
1117634;3818;940331;VYDAJ;VYBER;14.6;31827.3;SLUZBY;;
101627;346;940331;VYDAJ;VYBER;14.6;20751.7;SLUZBY;;
566027;1926;940401;PRIJEM;VKLAD;2300.0;24594.3;;;
1028024;3510;940402;VYDAJ;VYBER;9800.0;33773.4;;;
375046;1276;940402;VYDAJ;VYBER;1800.0;25717.5;;;
699602;2393;940402;VYDAJ;VYBER;4100.0;25954.1;;;
621794;2122;940402;PRIJEM;VKLAD;22245.0;66489.2;;;
393518;1338;940403;PRIJEM;VKLAD;45545.0;73245.7;;;
480591;1637;940403;VYDAJ;VYBER;500.0;22676.0;;;
612734;2087;940403;VYDAJ;VYBER;300.0;32269.8;;;
224610;764;940403;VYDAJ;VYBER;2300.0;24291.5;;;
233299;793;940403;VYDAJ;VYBER;1230.0;19166.0;;;
1050149;3592;940403;VYDAJ;VYBER;700.0;24565.1;;;
622138;2122;940403;VYDAJ;VYBER;19300.0;47189.2;;;
1021477;3487;940403;VYDAJ;VYBER;4600.0;35703.4;;;
374935;1276;940404;VYDAJ;VYBER;5520.0;20197.5;;;
110799;374;940404;VYDAJ;VYBER;7300.0;37664.3;;;
622024;2122;940404;VYDAJ;VYBER;14700.0;32489.2;;;
1548902;5270;940404;VYBER;VYBER;8751.0;68245.5;;;
506730;1730;940404;VYDAJ;VYBER;3800.0;25848.5;;;
1021364;3487;940404;VYDAJ;VYBER;5520.0;30183.4;;;
696178;2379;940405;PRIJEM;VKLAD;4300.0;25386.0;;;
637757;2177;940405;PRIJEM;PREVOD Z UCTU;5123.0;25917.2;DUCHOD;YZ;62457513.0
435850;1481;940405;VYDAJ;PREVOD NA UCET;2065.0;11884.5;SIPO;EF;82271873.0
725911;2484;940405;VYDAJ;PREVOD NA UCET;538.0;30797.7; ;OP;83567636.0
858544;2926;940405;VYDAJ;PREVOD NA UCET;1093.0;27053.1; ;WX;11561584.0
858278;2925;940405;PRIJEM;VKLAD;1500.0;28199.7;;;
560914;1909;940405;PRIJEM;PREVOD Z UCTU;3191.0;21752.8;;AB;24230474.0
207543;704;940405;VYDAJ;VYBER;1920.0;33771.8;;;
374821;1276;940405;VYDAJ;PREVOD NA UCET;169.0;20028.5;POJISTNE;AB;23086488.0
110550;374;940405;PRIJEM;PREVOD Z UCTU;23041.0;60705.3;;WX;4004806.0
63800;212;940405;VYDAJ;PREVOD NA UCET;13841.0;39940.1;SIPO;EF;58462047.0
498549;1699;940405;VYDAJ;PREVOD NA UCET;19.0;21644.9; ;EF;2504826.0
498405;1699;940405;PRIJEM;PREVOD Z UCTU;5224.0;21663.9;DUCHOD;CD;94008880.0
529788;1806;940405;PRIJEM;PREVOD Z UCTU;5029.0;23686.3;DUCHOD;UV;39912659.0
224358;764;940405;PRIJEM;PREVOD Z UCTU;6238.0;30529.5;DUCHOD;UV;30560720.0
232976;793;940405;PRIJEM;PREVOD Z UCTU;3401.0;22567.0;;IJ;6149286.0
505544;1726;940405;VYDAJ;PREVOD NA UCET;115.0;28527.3; ;UV;65941238.0
253176;866;940405;VYDAJ;VYBER;1200.0;36149.4;;;
252948;866;940405;VYDAJ;PREVOD NA UCET;3844.0;32305.4; ;MN;70676672.0
3393754;11265;940405;PRIJEM;VKLAD;7618.0;25361.7;;;
101402;346;940405;PRIJEM;VKLAD;19935.0;40686.7;;;
144789;485;940406;VYDAJ;PREVOD NA UCET;1591.0;15800.1; ;WX;56978738.0
129590;435;940406;VYDAJ;PREVOD NA UCET;3189.0;15567.9;SIPO;MN;75157016.0
394014;1338;940406;VYDAJ;VYBER;25000.0;48245.7;;;
119451;401;940406;PRIJEM;VKLAD;12817.0;39204.8;;;
637829;2177;940406;VYDAJ;PREVOD NA UCET;3168.0;22749.2;SIPO;QR;5411524.0
359599;1222;940406;VYDAJ;PREVOD NA UCET;1727.0;31172.8;SIPO;WX;91109859.0
565742;1926;940406;VYDAJ;PREVOD NA UCET;2643.0;21951.3;SIPO;WX;87020074.0
57449;192;940406;PRIJEM;PREVOD Z UCTU;5859.0;30445.7;DUCHOD;GH;15384018.0
497326;1695;940406;VYDAJ;PREVOD NA UCET;14658.0;32771.4;SIPO;AB;53282368.0
771267;2632;940406;VYDAJ;PREVOD NA UCET;2300.0;30266.0;POJISTNE;IJ;36942219.0
477726;1628;940406;VYDAJ;PREVOD NA UCET;2850.0;11237.8;SIPO;AB;57004982.0
1142990;3909;940406;VYDAJ;PREVOD NA UCET;617.0;59405.4;POJISTNE;YZ;73936581.0
439276;1493;940406;VYDAJ;VYBER;3440.0;21575.1;;;
224430;764;940406;VYDAJ;PREVOD NA UCET;2360.0;28169.5;SIPO;EF;41232329.0
1132678;3871;940406;PRIJEM;PREVOD Z UCTU;4356.0;32283.1;DUCHOD;GH;31564527.0
506466;1730;940406;PRIJEM;PREVOD Z UCTU;6689.0;32537.5;DUCHOD;ST;43294817.0
1122051;3834;940406;VYDAJ;PREVOD NA UCET;3114.0;13852.5;SIPO;KL;49577087.0
101698;346;940406;VYDAJ;VYBER;9700.0;30986.7;;;
695354;2378;940407;VYDAJ;PREVOD NA UCET;9612.0;41344.1;SIPO;EF;1222903.0
1176401;4034;940407;PRIJEM;VKLAD;5080.0;30062.2;;;
144861;485;940407;VYDAJ;PREVOD NA UCET;3572.0;12228.1;POJISTNE;AB;20747721.0
129518;435;940407;PRIJEM;PREVOD Z UCTU;5039.0;20606.9;DUCHOD;MN;22131634.0
542231;1844;940407;PRIJEM;PREVOD Z UCTU;3242.0;24041.7;;ST;42988401.0
682706;2330;940407;VYDAJ;PREVOD NA UCET;601.0;18639.6; ;EF;63786613.0
682562;2330;940407;PRIJEM;PREVOD Z UCTU;3395.0;19240.6;;ST;18759459.0
1100784;3760;940407;PRIJEM;VKLAD;36396.0;61087.1;;;
565814;1926;940407;VYDAJ;PREVOD NA UCET;361.0;21590.3; ;QR;66210120.0
207424;704;940407;VYDAJ;PREVOD NA UCET;1197.0;32574.8; ;UV;96896516.0
63929;212;940407;VYDAJ;VYBER;4200.0;35740.1;;;
579389;1972;940407;PRIJEM;PREVOD Z UCTU;5298.0;29385.1;DUCHOD;UV;14132887.0
615802;2099;940407;PRIJEM;VKLAD;11000.0;21592.5;;;
3122940;10364;940407;PRIJEM;VKLAD;14493.0;44422.3;;;
233120;793;940407;VYDAJ;PREVOD NA UCET;204.0;22363.0;;OP;25394970.0
737274;2519;940407;PRIJEM;PREVOD Z UCTU;5544.0;29761.3;DUCHOD;GH;5454445.0
505400;1726;940407;VYDAJ;PREVOD NA UCET;2082.0;26445.3; ;OP;61997002.0
1122195;3834;940407;VYDAJ;PREVOD NA UCET;3189.0;10663.5;POJISTNE;MN;51878350.0
695880;2379;940408;VYDAJ;PREVOD NA UCET;145.0;25241.0; ;IJ;3021407.0
144717;485;940408;VYDAJ;PREVOD NA UCET;7421.0;4807.1;SIPO;EF;89687889.0
393524;1338;940408;PRIJEM;VKLAD;35831.0;84076.7;;;
393603;1338;940408;VYDAJ;PREVOD NA UCET;4545.0;79531.7;SIPO;CD;87075221.0
682814;2330;940408;VYDAJ;VYBER;720.0;17919.6;;;
